"cellid","y1","y2","y3","y4","y5","nvisit1","nvisit2","nvisit3","nvisit4","nvisit5","x.loc","y.loc"
6409,1,1,0,2,3,1,2,5,2,4,25.5,193.5
6413,2,NA,0,1,3,4,NA,1,2,5,37.5,193.5
6419,1,1,3,1,5,3,3,3,1,5,55.5,193.5
6423,2,0,NA,0,0,3,4,NA,1,1,67.5,193.5
6424,0,0,0,NA,0,2,5,5,NA,2,70.5,193.5
6428,1,NA,3,0,1,4,NA,5,4,5,82.5,193.5
6431,2,1,2,1,0,4,1,5,2,1,91.5,193.5
6433,1,2,NA,4,1,1,4,NA,5,4,97.5,193.5
6434,NA,1,1,2,0,NA,1,5,3,3,100.5,193.5
6436,2,1,2,0,NA,3,2,5,4,NA,106.5,193.5
6445,2,4,2,NA,NA,3,5,4,NA,NA,133.5,193.5
6451,4,1,5,NA,1,5,1,5,NA,2,151.5,193.5
6455,3,NA,2,2,0,5,NA,2,4,1,163.5,193.5
6458,2,3,3,3,4,2,5,4,3,4,172.5,193.5
6471,1,0,NA,2,3,5,1,NA,2,4,211.5,193.5
6478,1,0,NA,1,1,5,4,NA,1,4,232.5,193.5
6479,NA,2,1,4,1,NA,2,1,5,1,235.5,193.5
6481,1,0,NA,1,1,3,1,NA,5,3,241.5,193.5
6484,2,NA,0,2,NA,3,NA,2,5,NA,250.5,193.5
6490,0,0,NA,0,0,4,4,NA,1,2,268.5,193.5
6493,NA,4,NA,4,NA,NA,4,NA,4,NA,277.5,193.5
6495,NA,0,0,0,0,NA,4,5,4,5,283.5,193.5
6496,0,0,0,NA,NA,1,2,4,NA,NA,286.5,193.5
6501,4,NA,NA,NA,2,5,NA,NA,NA,4,1.5,196.5
6502,2,NA,0,0,3,5,NA,1,5,5,4.5,196.5
6503,NA,2,NA,0,0,NA,2,NA,3,2,7.5,196.5
6514,1,1,0,1,1,1,3,1,5,2,40.5,196.5
6525,3,NA,1,0,0,4,NA,3,2,2,73.5,196.5
6527,NA,1,2,1,2,NA,5,5,2,4,79.5,196.5
6529,2,NA,0,0,0,4,NA,5,2,4,85.5,196.5
6530,0,0,0,0,NA,2,2,4,2,NA,88.5,196.5
6531,0,0,0,0,0,2,5,5,5,3,91.5,196.5
6544,1,NA,NA,3,2,1,NA,NA,5,5,130.5,196.5
6548,NA,1,2,1,1,NA,1,5,4,3,142.5,196.5
6558,NA,NA,1,0,NA,NA,NA,5,4,NA,172.5,196.5
6561,0,0,0,NA,0,2,5,2,NA,4,181.5,196.5
6562,0,0,0,0,NA,5,3,3,2,NA,184.5,196.5
6566,2,1,4,3,3,2,2,5,3,3,196.5,196.5
6568,0,0,0,0,0,2,3,1,5,4,202.5,196.5
6577,0,NA,0,0,1,5,NA,4,5,1,229.5,196.5
6581,0,2,1,2,2,1,4,4,5,4,241.5,196.5
6585,1,2,2,1,1,1,5,5,3,4,253.5,196.5
6589,0,NA,0,NA,1,1,NA,2,NA,5,265.5,196.5
6593,0,0,0,0,0,5,1,1,2,4,277.5,196.5
6606,3,2,1,0,NA,5,4,4,1,NA,16.5,199.5
6608,0,0,1,0,0,5,2,5,5,5,22.5,199.5
6618,NA,1,NA,3,3,NA,1,NA,4,3,52.5,199.5
6621,1,0,1,NA,2,1,2,2,NA,5,61.5,199.5
6624,1,2,0,1,2,1,5,1,1,4,70.5,199.5
6633,3,NA,3,4,5,3,NA,3,4,5,97.5,199.5
6638,0,3,3,3,3,1,5,5,3,4,112.5,199.5
6641,2,5,1,1,4,2,5,2,2,4,121.5,199.5
6648,0,0,0,0,0,5,1,1,4,3,142.5,199.5
6649,4,4,2,NA,0,5,5,4,NA,1,145.5,199.5
6653,1,0,NA,NA,3,4,2,NA,NA,5,157.5,199.5
6659,0,0,NA,0,NA,4,5,NA,5,NA,175.5,199.5
6667,1,3,NA,NA,1,4,3,NA,NA,1,199.5,199.5
6686,4,2,1,1,NA,4,5,3,1,NA,256.5,199.5
6690,NA,NA,1,NA,1,NA,NA,5,NA,3,268.5,199.5
6694,0,0,NA,NA,0,2,5,NA,NA,3,280.5,199.5
6697,0,0,0,0,0,1,1,4,3,3,289.5,199.5
6704,1,0,NA,0,NA,4,2,NA,5,NA,10.5,202.5
6715,NA,0,0,0,0,NA,3,2,4,1,43.5,202.5
6722,2,NA,2,NA,2,4,NA,3,NA,3,64.5,202.5
6724,1,3,1,1,2,2,5,2,3,2,70.5,202.5
6734,1,1,0,0,0,3,5,1,4,2,100.5,202.5
6746,0,NA,2,1,1,4,NA,4,1,5,136.5,202.5
6754,2,2,0,2,4,5,4,2,5,5,160.5,202.5
6759,0,0,0,0,0,5,5,3,2,4,175.5,202.5
6760,0,0,0,0,NA,3,5,5,5,NA,178.5,202.5
6764,0,0,NA,0,0,4,3,NA,4,4,190.5,202.5
6765,0,0,0,0,NA,2,5,3,3,NA,193.5,202.5
6770,0,0,0,0,0,4,2,5,5,4,208.5,202.5
6773,0,NA,NA,0,0,5,NA,NA,1,4,217.5,202.5
6778,0,NA,1,4,2,1,NA,1,4,5,232.5,202.5
6783,0,0,0,0,0,3,4,5,4,3,247.5,202.5
6784,1,0,NA,NA,NA,1,4,NA,NA,NA,250.5,202.5
6790,0,0,0,NA,0,5,4,4,NA,2,268.5,202.5
6791,2,NA,2,1,0,3,NA,3,1,3,271.5,202.5
6792,1,0,0,0,0,5,3,1,1,2,274.5,202.5
6797,0,0,0,0,0,3,3,5,5,5,289.5,202.5
6798,5,2,1,3,3,5,2,2,5,4,292.5,202.5
6799,2,1,2,3,5,2,1,3,3,5,295.5,202.5
6801,0,0,0,0,0,1,3,1,5,3,1.5,205.5
6807,1,0,NA,NA,1,3,1,NA,NA,1,19.5,205.5
6808,0,2,2,2,2,2,3,4,5,4,22.5,205.5
6809,0,0,0,0,0,5,3,2,4,3,25.5,205.5
6810,0,NA,NA,NA,0,5,NA,NA,NA,3,28.5,205.5
6818,NA,0,0,0,0,NA,1,1,4,1,52.5,205.5
6826,0,NA,1,0,NA,1,NA,3,4,NA,76.5,205.5
6832,0,NA,NA,0,0,5,NA,NA,3,3,94.5,205.5
6835,NA,1,1,0,0,NA,1,3,1,5,103.5,205.5
6838,0,NA,NA,0,0,1,NA,NA,3,5,112.5,205.5
6846,NA,1,1,1,2,NA,5,2,5,4,136.5,205.5
6853,0,NA,NA,1,1,5,NA,NA,4,3,157.5,205.5
6866,0,1,NA,2,0,2,1,NA,4,1,196.5,205.5
6870,NA,NA,3,NA,1,NA,NA,3,NA,1,208.5,205.5
6874,NA,0,0,NA,0,NA,4,2,NA,3,220.5,205.5
6875,1,2,2,3,NA,1,5,4,5,NA,223.5,205.5
6878,NA,1,1,1,1,NA,4,2,1,2,232.5,205.5
6881,0,0,0,2,0,2,2,3,5,1,241.5,205.5
6883,0,2,2,2,NA,4,2,5,3,NA,247.5,205.5
6892,0,NA,1,0,3,1,NA,4,1,5,274.5,205.5
6893,0,0,0,NA,0,4,2,5,NA,3,277.5,205.5
6905,NA,3,3,2,2,NA,3,4,2,3,13.5,208.5
6911,NA,NA,NA,0,0,NA,NA,NA,3,3,31.5,208.5
6923,2,NA,3,1,4,2,NA,5,1,4,67.5,208.5
6939,NA,0,0,0,NA,NA,3,2,4,NA,115.5,208.5
6940,1,2,1,2,3,4,3,2,5,5,118.5,208.5
6941,1,2,0,2,NA,4,5,1,2,NA,121.5,208.5
6943,1,0,0,0,0,2,1,3,2,1,127.5,208.5
6946,1,1,0,NA,NA,2,1,1,NA,NA,136.5,208.5
6953,NA,0,NA,1,1,NA,2,NA,5,5,157.5,208.5
6954,0,0,0,0,0,2,1,1,5,1,160.5,208.5
6955,4,NA,2,5,NA,5,NA,2,5,NA,163.5,208.5
6959,0,0,0,0,NA,1,3,3,5,NA,175.5,208.5
6964,2,0,0,NA,1,5,2,3,NA,5,190.5,208.5
6973,0,0,0,0,0,4,5,2,1,5,217.5,208.5
6976,3,4,4,NA,3,3,5,5,NA,3,226.5,208.5
6977,0,0,0,0,0,3,1,4,5,3,229.5,208.5
6993,0,0,NA,0,0,2,1,NA,1,2,277.5,208.5
6994,0,0,0,0,1,1,3,3,1,3,280.5,208.5
6996,2,NA,1,2,2,4,NA,2,5,5,286.5,208.5
7008,5,1,3,NA,2,5,2,3,NA,2,22.5,211.5
7020,0,2,3,0,2,4,4,4,2,2,58.5,211.5
7023,0,NA,1,2,1,3,NA,4,3,5,67.5,211.5
7038,5,4,3,2,1,5,4,4,2,1,112.5,211.5
7042,NA,2,NA,1,2,NA,3,NA,3,4,124.5,211.5
7046,0,0,0,0,0,5,3,1,5,4,136.5,211.5
7052,0,0,0,0,0,1,4,4,5,4,154.5,211.5
7053,0,0,0,0,NA,5,2,1,2,NA,157.5,211.5
7060,1,0,1,4,1,2,1,1,4,4,178.5,211.5
7071,0,1,0,1,1,1,4,2,4,5,211.5,211.5
7072,4,NA,1,1,2,4,NA,1,3,4,214.5,211.5
7075,3,3,1,1,3,5,3,1,1,5,223.5,211.5
7076,1,0,1,0,0,4,1,3,1,2,226.5,211.5
7088,1,2,5,NA,1,1,4,5,NA,2,262.5,211.5
7092,0,0,NA,1,0,3,4,NA,4,4,274.5,211.5
7096,NA,NA,2,4,5,NA,NA,5,4,5,286.5,211.5
7105,0,0,0,0,1,1,3,2,5,4,13.5,214.5
7108,1,NA,1,2,5,2,NA,3,4,5,22.5,214.5
7110,1,4,3,1,3,1,4,3,1,3,28.5,214.5
7113,NA,NA,1,1,1,NA,NA,5,3,5,37.5,214.5
7114,0,NA,0,2,0,3,NA,2,3,3,40.5,214.5
7122,1,NA,NA,4,2,1,NA,NA,5,2,64.5,214.5
7125,1,2,1,1,NA,4,4,2,2,NA,73.5,214.5
7126,1,0,0,1,1,2,3,1,3,1,76.5,214.5
7133,2,NA,0,2,0,5,NA,1,5,4,97.5,214.5
7145,3,3,3,2,1,3,5,3,3,5,133.5,214.5
7146,1,4,4,1,2,2,4,4,1,2,136.5,214.5
7147,NA,1,1,4,0,NA,1,3,5,1,139.5,214.5
7149,0,0,0,0,0,4,4,1,1,1,145.5,214.5
7150,1,0,1,1,2,4,3,5,3,5,148.5,214.5
7159,0,0,0,0,0,1,5,1,4,4,175.5,214.5
7163,0,0,NA,0,NA,4,4,NA,1,NA,187.5,214.5
7166,0,0,0,0,1,3,3,1,3,5,196.5,214.5
7174,0,NA,NA,0,0,5,NA,NA,1,4,220.5,214.5
7175,NA,NA,0,0,1,NA,NA,1,1,1,223.5,214.5
7195,0,0,2,NA,0,1,2,5,NA,3,283.5,214.5
7197,0,NA,NA,NA,0,3,NA,NA,NA,3,289.5,214.5
7201,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1.5,217.5
7203,2,1,1,NA,2,2,1,3,NA,5,7.5,217.5
7208,0,0,0,0,0,3,2,3,5,4,22.5,217.5
7227,1,3,1,2,1,5,3,5,3,4,79.5,217.5
7228,3,NA,NA,2,NA,5,NA,NA,4,NA,82.5,217.5
7244,3,3,2,NA,1,4,4,2,NA,1,130.5,217.5
7246,0,0,0,0,NA,1,2,2,5,NA,136.5,217.5
7258,0,0,0,1,0,2,1,1,4,3,172.5,217.5
7260,0,NA,0,0,0,3,NA,4,2,5,178.5,217.5
7261,0,NA,0,0,0,1,NA,1,5,4,181.5,217.5
7268,1,0,1,0,0,1,2,5,3,4,202.5,217.5
7276,1,0,0,NA,0,3,2,3,NA,1,226.5,217.5
7282,3,4,0,2,NA,4,5,2,2,NA,244.5,217.5
7286,NA,0,0,0,0,NA,2,2,4,1,256.5,217.5
7293,1,1,0,NA,4,2,2,3,NA,5,277.5,217.5
7296,0,0,NA,0,0,1,2,NA,2,3,286.5,217.5
7299,0,0,0,0,NA,4,4,4,2,NA,295.5,217.5
7303,0,0,NA,0,0,1,3,NA,5,2,7.5,220.5
7304,1,0,0,2,1,4,1,1,4,2,10.5,220.5
7307,NA,0,NA,0,0,NA,4,NA,4,2,19.5,220.5
7308,0,0,0,0,0,4,5,1,1,4,22.5,220.5
7315,NA,NA,0,NA,0,NA,NA,3,NA,3,43.5,220.5
7324,0,NA,0,0,0,5,NA,4,2,1,70.5,220.5
7329,3,0,NA,2,NA,4,1,NA,4,NA,85.5,220.5
7330,0,0,0,0,0,4,3,1,1,3,88.5,220.5
7337,0,0,0,0,0,2,4,4,3,5,109.5,220.5
7347,0,NA,0,0,0,5,NA,5,4,2,139.5,220.5
7353,0,0,0,0,0,5,1,3,2,2,157.5,220.5
7359,0,0,0,0,0,4,4,3,5,1,175.5,220.5
7373,NA,0,0,0,0,NA,5,1,4,3,217.5,220.5
7378,NA,0,0,0,NA,NA,2,2,4,NA,232.5,220.5
7389,NA,NA,2,3,1,NA,NA,2,5,3,265.5,220.5
7394,0,0,0,0,0,3,4,4,1,2,280.5,220.5
7397,0,1,NA,1,1,4,2,NA,1,5,289.5,220.5
7400,0,1,0,0,NA,1,5,3,1,NA,298.5,220.5
7412,NA,NA,2,1,3,NA,NA,3,2,3,34.5,223.5
7414,NA,1,0,NA,0,NA,5,1,NA,4,40.5,223.5
7415,2,0,0,NA,1,2,2,2,NA,2,43.5,223.5
7416,NA,1,1,0,0,NA,1,5,1,2,46.5,223.5
7417,0,1,1,1,0,1,5,2,3,1,49.5,223.5
7418,0,NA,0,1,0,4,NA,1,1,1,52.5,223.5
7429,1,1,1,1,0,2,2,5,3,2,85.5,223.5
7434,0,NA,NA,3,1,2,NA,NA,5,3,100.5,223.5
7436,3,1,1,2,NA,4,4,4,3,NA,106.5,223.5
7437,NA,1,4,1,1,NA,1,5,4,3,109.5,223.5
7442,1,1,NA,0,2,5,3,NA,4,4,124.5,223.5
7447,NA,1,0,1,0,NA,5,4,1,1,139.5,223.5
7449,NA,0,0,NA,0,NA,5,3,NA,3,145.5,223.5
7453,NA,0,0,0,0,NA,4,2,3,3,157.5,223.5
7457,0,0,0,0,0,5,4,2,5,1,169.5,223.5
7463,4,1,1,2,2,5,2,3,2,2,187.5,223.5
7472,0,0,NA,0,0,5,5,NA,5,3,214.5,223.5
7478,2,1,2,1,0,2,1,2,2,4,232.5,223.5
7480,2,1,0,2,NA,4,5,3,3,NA,238.5,223.5
7482,1,4,0,1,0,2,4,1,5,2,244.5,223.5
7485,1,0,1,1,0,3,2,1,5,1,253.5,223.5
7488,1,1,2,0,2,3,1,4,2,3,262.5,223.5
7497,2,0,0,NA,2,3,1,3,NA,5,289.5,223.5
7498,2,2,2,3,2,2,2,5,4,2,292.5,223.5
7500,0,1,NA,2,NA,1,2,NA,2,NA,298.5,223.5
7504,0,NA,0,0,0,5,NA,3,1,5,10.5,226.5
7507,2,NA,1,2,2,5,NA,2,3,4,19.5,226.5
7510,0,0,1,2,1,3,1,4,5,2,28.5,226.5
7511,0,NA,1,2,0,1,NA,2,4,1,31.5,226.5
7512,2,0,3,1,0,5,4,5,2,1,34.5,226.5
7521,NA,1,NA,1,2,NA,2,NA,1,2,61.5,226.5
7530,0,0,0,0,0,4,1,1,3,2,88.5,226.5
7531,0,0,NA,NA,1,5,1,NA,NA,3,91.5,226.5
7534,0,0,0,NA,0,4,4,2,NA,3,100.5,226.5
7545,1,NA,0,1,NA,4,NA,2,3,NA,133.5,226.5
7546,1,1,2,1,1,5,1,2,4,1,136.5,226.5
7566,3,0,1,3,1,5,1,3,3,5,196.5,226.5
7568,3,1,3,2,1,4,3,4,2,1,202.5,226.5
7571,0,0,0,0,0,1,3,2,3,4,211.5,226.5
7573,0,1,0,2,2,5,3,2,3,4,217.5,226.5
7574,0,0,1,0,1,2,1,5,2,5,220.5,226.5
7579,1,1,2,0,2,2,2,4,2,5,235.5,226.5
7586,0,3,0,1,2,2,5,1,5,4,256.5,226.5
7587,NA,2,2,NA,1,NA,3,2,NA,5,259.5,226.5
7589,0,1,0,1,1,1,2,1,1,5,265.5,226.5
7593,0,NA,NA,0,0,1,NA,NA,4,1,277.5,226.5
7594,NA,3,1,NA,4,NA,5,2,NA,5,280.5,226.5
7601,1,0,NA,1,NA,1,1,NA,1,NA,1.5,229.5
7614,2,1,NA,2,NA,2,2,NA,4,NA,40.5,229.5
7624,0,0,0,0,0,4,3,4,1,1,70.5,229.5
7627,2,1,2,1,3,4,1,5,1,4,79.5,229.5
7631,2,1,NA,0,0,4,4,NA,5,5,91.5,229.5
7632,3,0,2,0,NA,3,1,4,1,NA,94.5,229.5
7634,1,4,2,3,3,1,4,2,5,3,100.5,229.5
7637,5,2,1,3,3,5,3,1,4,3,109.5,229.5
7638,0,0,0,0,1,1,4,4,5,5,112.5,229.5
7656,NA,0,1,3,0,NA,1,2,4,3,166.5,229.5
7659,3,5,1,NA,5,4,5,1,NA,5,175.5,229.5
7661,NA,NA,0,0,0,NA,NA,2,3,1,181.5,229.5
7665,3,0,3,NA,1,3,1,3,NA,3,193.5,229.5
7678,NA,0,0,0,0,NA,4,5,5,3,232.5,229.5
7680,1,2,1,0,1,2,3,2,1,3,238.5,229.5
7683,NA,NA,0,NA,0,NA,NA,4,NA,4,247.5,229.5
7688,0,0,0,0,0,4,3,3,1,2,262.5,229.5
7690,2,4,1,NA,4,2,4,1,NA,4,268.5,229.5
7691,NA,2,0,1,1,NA,4,2,5,1,271.5,229.5
7698,3,4,1,2,1,4,5,5,3,1,292.5,229.5
7699,2,2,1,1,2,3,4,2,1,4,295.5,229.5
7701,1,1,0,1,1,5,5,3,3,4,1.5,232.5
7707,0,0,0,0,0,4,3,5,1,3,19.5,232.5
7709,NA,0,0,0,0,NA,3,4,1,1,25.5,232.5
7715,NA,0,0,NA,2,NA,1,3,NA,4,43.5,232.5
7725,0,0,0,0,NA,5,3,4,2,NA,73.5,232.5
7732,0,0,0,0,0,2,3,2,5,3,94.5,232.5
7743,1,0,NA,0,0,5,3,NA,5,1,127.5,232.5
7744,0,NA,0,0,0,1,NA,1,1,3,130.5,232.5
7752,NA,1,3,2,1,NA,2,4,3,1,154.5,232.5
7772,0,0,0,0,0,2,5,5,1,3,214.5,232.5
7775,0,0,NA,NA,0,5,3,NA,NA,5,223.5,232.5
7782,0,0,0,0,0,1,5,1,3,3,244.5,232.5
7796,0,NA,0,NA,0,1,NA,1,NA,1,286.5,232.5
7803,0,0,NA,0,0,3,3,NA,3,5,7.5,235.5
7809,0,0,0,0,NA,3,3,4,3,NA,25.5,235.5
7810,0,0,0,0,0,2,4,5,4,5,28.5,235.5
7811,0,0,0,0,0,2,2,5,1,4,31.5,235.5
7812,0,0,0,0,NA,3,5,5,1,NA,34.5,235.5
7817,3,0,0,3,NA,5,1,1,5,NA,49.5,235.5
7819,0,0,0,0,0,5,3,4,2,3,55.5,235.5
7823,0,0,0,1,NA,3,1,1,2,NA,67.5,235.5
7841,NA,5,3,4,1,NA,5,3,4,1,121.5,235.5
7844,0,0,0,0,NA,3,3,1,5,NA,130.5,235.5
7851,0,0,0,0,0,2,2,1,2,1,151.5,235.5
7853,NA,0,0,0,0,NA,2,4,3,5,157.5,235.5
7854,2,1,0,4,0,3,1,1,4,1,160.5,235.5
7857,NA,0,0,NA,0,NA,1,3,NA,3,169.5,235.5
7859,1,1,3,NA,2,1,4,4,NA,5,175.5,235.5
7863,0,0,0,0,0,2,4,2,3,1,187.5,235.5
7865,3,NA,5,1,1,5,NA,5,2,2,193.5,235.5
7869,0,0,NA,0,0,4,2,NA,4,4,205.5,235.5
7871,NA,NA,1,0,3,NA,NA,5,3,5,211.5,235.5
7873,0,0,0,0,0,1,1,2,1,4,217.5,235.5
7887,2,2,0,1,2,2,3,1,2,5,259.5,235.5
7889,1,1,3,0,2,2,3,5,1,4,265.5,235.5
7890,3,1,2,1,NA,3,5,3,1,NA,268.5,235.5
7897,1,2,0,0,1,4,3,1,1,2,289.5,235.5
7898,1,0,0,0,0,3,1,4,1,5,292.5,235.5
7908,1,0,1,NA,1,2,2,5,NA,4,22.5,238.5
7909,0,NA,4,NA,3,1,NA,4,NA,4,25.5,238.5
7910,1,NA,0,2,1,3,NA,1,2,2,28.5,238.5
7919,2,3,0,1,1,2,5,1,4,2,55.5,238.5
7927,NA,NA,1,1,4,NA,NA,1,1,4,79.5,238.5
7929,1,NA,0,0,NA,5,NA,1,1,NA,85.5,238.5
7931,NA,0,2,0,3,NA,1,4,2,5,91.5,238.5
7932,0,NA,0,0,0,5,NA,1,1,1,94.5,238.5
7943,1,2,0,2,1,2,5,1,4,1,127.5,238.5
7948,2,1,0,0,1,4,5,1,2,5,142.5,238.5
7949,2,NA,1,2,4,2,NA,3,3,5,145.5,238.5
7950,0,0,0,0,0,5,1,2,2,1,148.5,238.5
7952,0,0,0,0,0,3,2,5,4,3,154.5,238.5
7954,1,2,NA,0,3,2,3,NA,1,5,160.5,238.5
7956,1,NA,2,2,1,2,NA,4,3,1,166.5,238.5
7957,3,NA,NA,2,0,4,NA,NA,2,2,169.5,238.5
7965,0,NA,3,1,2,2,NA,3,2,5,193.5,238.5
7971,3,2,1,4,3,3,5,1,5,3,211.5,238.5
7974,2,2,2,1,NA,5,4,4,2,NA,220.5,238.5
7977,3,1,1,2,NA,5,4,3,4,NA,229.5,238.5
7981,3,NA,NA,NA,3,5,NA,NA,NA,3,241.5,238.5
7985,0,NA,0,1,0,2,NA,1,2,1,253.5,238.5
8004,0,0,NA,1,0,4,2,NA,5,2,10.5,241.5
8005,1,0,0,NA,0,4,1,1,NA,2,13.5,241.5
8007,0,4,NA,1,4,1,5,NA,1,4,19.5,241.5
8008,0,2,1,NA,2,1,4,3,NA,5,22.5,241.5
8013,1,3,2,1,NA,2,4,5,1,NA,37.5,241.5
8014,5,1,0,1,0,5,2,2,4,3,40.5,241.5
8029,2,1,1,1,NA,4,1,2,1,NA,85.5,241.5
8034,4,4,NA,NA,NA,4,5,NA,NA,NA,100.5,241.5
8038,0,NA,0,0,0,4,NA,1,5,4,112.5,241.5
8040,1,1,3,1,1,1,2,5,1,2,118.5,241.5
8041,NA,0,NA,0,NA,NA,3,NA,4,NA,121.5,241.5
8046,0,1,3,2,1,2,2,5,3,1,136.5,241.5
8049,1,2,2,3,3,1,2,4,4,3,145.5,241.5
8053,0,NA,0,0,NA,1,NA,2,2,NA,157.5,241.5
8062,NA,NA,NA,1,0,NA,NA,NA,3,2,184.5,241.5
8063,0,0,0,0,NA,3,1,1,1,NA,187.5,241.5
8068,0,1,0,0,0,2,2,4,4,5,202.5,241.5
8075,1,1,4,1,1,2,1,5,2,1,223.5,241.5
8080,0,NA,NA,0,1,1,NA,NA,1,2,238.5,241.5
8091,1,NA,3,1,1,2,NA,4,2,5,271.5,241.5
8103,0,0,1,1,1,2,5,4,5,5,7.5,244.5
8106,2,NA,2,1,1,4,NA,3,5,1,16.5,244.5
8109,1,1,2,2,NA,2,1,2,4,NA,25.5,244.5
8112,2,2,1,2,5,4,3,1,2,5,34.5,244.5
8113,0,1,NA,4,2,3,3,NA,4,2,37.5,244.5
8120,NA,0,0,0,0,NA,2,3,4,3,58.5,244.5
8130,2,2,3,1,5,2,3,3,1,5,88.5,244.5
8131,2,0,1,1,1,2,1,3,3,5,91.5,244.5
8136,2,2,1,2,4,5,3,3,5,5,106.5,244.5
8137,0,0,1,0,0,1,1,5,4,2,109.5,244.5
8143,0,0,0,0,0,5,4,4,5,1,127.5,244.5
8148,0,0,NA,0,0,2,4,NA,1,3,142.5,244.5
8153,NA,1,NA,1,2,NA,1,NA,2,5,157.5,244.5
8158,0,0,0,NA,0,2,5,4,NA,1,172.5,244.5
8168,0,0,0,0,0,5,2,1,4,4,202.5,244.5
8169,NA,0,0,NA,0,NA,5,5,NA,5,205.5,244.5
8180,2,NA,2,NA,2,3,NA,2,NA,3,238.5,244.5
8186,0,0,0,0,0,3,2,3,4,4,256.5,244.5
8192,NA,NA,0,0,0,NA,NA,2,1,1,274.5,244.5
8194,0,2,2,1,1,2,5,3,4,4,280.5,244.5
8199,0,NA,0,0,0,2,NA,4,4,4,295.5,244.5
8200,0,1,1,0,NA,3,4,3,4,NA,298.5,244.5
8201,3,5,1,0,3,4,5,1,1,3,1.5,247.5
8207,NA,0,1,0,0,NA,5,4,3,4,19.5,247.5
8214,NA,0,0,0,NA,NA,5,3,2,NA,40.5,247.5
8222,0,0,0,0,0,2,2,3,1,2,64.5,247.5
8228,0,NA,NA,0,0,4,NA,NA,5,3,82.5,247.5
8230,0,0,0,0,0,4,2,2,5,4,88.5,247.5
8232,0,0,0,0,0,4,2,1,4,4,94.5,247.5
8234,0,0,0,NA,NA,5,4,3,NA,NA,100.5,247.5
8238,0,0,0,0,0,3,1,2,2,2,112.5,247.5
8245,0,0,0,0,0,4,4,3,2,4,133.5,247.5
8246,0,0,0,0,0,3,1,1,2,5,136.5,247.5
8253,0,0,0,0,0,4,3,1,5,3,157.5,247.5
8259,0,0,NA,NA,0,1,4,NA,NA,2,175.5,247.5
8264,0,0,NA,NA,0,2,5,NA,NA,1,190.5,247.5
8267,NA,0,0,0,0,NA,2,4,5,2,199.5,247.5
8269,0,0,0,0,NA,2,1,2,1,NA,205.5,247.5
8271,0,0,0,0,NA,2,5,4,5,NA,211.5,247.5
8277,NA,0,4,1,NA,NA,1,5,1,NA,229.5,247.5
8290,1,3,1,3,4,1,3,1,5,5,268.5,247.5
8298,0,1,0,0,NA,5,5,5,2,NA,292.5,247.5
8300,1,0,1,0,0,5,3,2,5,4,298.5,247.5
8301,0,0,0,0,NA,3,5,1,2,NA,1.5,250.5
8312,0,0,0,0,0,4,1,1,3,3,34.5,250.5
8314,0,1,0,0,1,1,4,5,4,3,40.5,250.5
8320,0,NA,NA,NA,0,1,NA,NA,NA,3,58.5,250.5
8321,NA,0,0,0,0,NA,5,3,4,3,61.5,250.5
8322,0,0,0,0,0,2,3,3,1,5,64.5,250.5
8323,NA,0,1,0,0,NA,1,5,2,3,67.5,250.5
8331,0,0,NA,0,0,5,1,NA,5,3,91.5,250.5
8332,1,4,2,2,2,1,4,3,4,2,94.5,250.5
8334,0,NA,0,0,0,2,NA,3,2,2,100.5,250.5
8342,0,NA,NA,0,0,5,NA,NA,1,5,124.5,250.5
8347,NA,NA,3,NA,2,NA,NA,5,NA,3,139.5,250.5
8349,1,1,0,1,1,1,5,1,2,1,145.5,250.5
8356,1,1,1,1,1,4,4,2,2,4,166.5,250.5
8358,1,1,NA,1,3,1,2,NA,5,4,172.5,250.5
8359,5,NA,1,3,3,5,NA,2,4,4,175.5,250.5
8361,2,3,1,1,NA,3,5,5,3,NA,181.5,250.5
8364,2,0,0,4,0,5,5,1,5,3,190.5,250.5
8365,0,1,0,NA,NA,2,5,1,NA,NA,193.5,250.5
8368,1,1,NA,NA,NA,3,5,NA,NA,NA,202.5,250.5
8371,0,NA,0,0,0,3,NA,5,2,4,211.5,250.5
8380,1,4,1,4,2,2,5,2,4,3,238.5,250.5
8382,1,NA,2,1,3,2,NA,2,1,3,244.5,250.5
8389,3,4,1,NA,3,4,5,1,NA,4,265.5,250.5
8395,0,0,0,1,0,3,4,3,1,3,283.5,250.5
8397,0,2,NA,0,NA,4,4,NA,1,NA,289.5,250.5
8403,0,0,0,0,0,1,4,1,3,1,7.5,253.5
8404,1,0,0,1,4,2,1,1,2,5,10.5,253.5
8407,NA,0,2,NA,1,NA,1,4,NA,4,19.5,253.5
8414,2,1,1,3,0,3,5,1,4,5,40.5,253.5
8415,0,NA,0,0,0,5,NA,5,4,1,43.5,253.5
8416,1,0,0,0,0,3,4,1,3,3,46.5,253.5
8419,2,3,3,NA,2,3,5,4,NA,3,55.5,253.5
8421,NA,1,1,1,3,NA,2,2,2,4,61.5,253.5
8433,1,1,3,0,0,3,3,4,2,5,97.5,253.5
8442,2,0,1,2,2,2,3,4,4,5,124.5,253.5
8444,0,1,NA,1,1,5,2,NA,3,5,130.5,253.5
8450,NA,3,2,4,2,NA,5,3,4,3,148.5,253.5
8452,0,0,0,1,0,2,2,1,2,1,154.5,253.5
